,0,1,2,3
220,-0.19025958,-0.48092866,-0.15804535,0.0
221,-0.51894855,-0.49987975,-0.5131147,0.0
222,-0.31986773,-0.45967245,-0.365776,0.0
223,-0.2837248,-0.52766037,-0.3422495,0.0
224,-0.39359307,-0.6221461,-0.4174453,0.0
225,0.89432424,1.8017715,0.39692432,6.0
226,0.9521913,1.7695874,0.48474565,6.0
227,0.8104373,0.15332209,1.4750289,3.0
228,1.2423047,0.032277524,1.9857244,3.0
229,0.027281318,0.21973664,1.5531423,4.0
230,-0.008573625,0.29732254,1.4968674,4.0
231,-0.06785946,0.8373756,-0.5616465,5.0
232,-0.03973127,0.8765002,-0.49524617,5.0
233,-0.590249,1.1824021,0.95519114,1.0
234,-0.61800915,1.1638169,0.9802878,1.0
235,-0.7575969,1.2112676,0.9470635,1.0
236,-0.8486407,1.2677041,0.80160975,1.0
237,0.19092754,-0.2742934,-0.048791125,2.0
238,0.12152531,-0.45145327,0.34606764,2.0
239,-0.69130814,-0.8622258,-0.9337062,0.0
240,-0.4485162,-0.78202033,-0.66023344,0.0
241,-0.41395378,-0.38924125,-0.788526,0.0
242,-0.42916492,-0.8599468,-0.5864018,0.0
243,-0.8029885,-0.92946124,-0.86513704,0.0
244,0.90397567,1.02868,0.73510885,6.0
245,0.9106779,1.0273542,0.59528893,6.0
246,0.7662889,-0.078160465,1.3241389,3.0
247,0.76954055,-0.4433665,1.3775687,3.0
248,-0.5030983,0.19142771,1.2867526,4.0
249,-0.5736151,0.09226691,1.4852011,4.0
250,0.29703283,0.61956626,-0.2570601,5.0
251,0.24360755,0.51984423,-0.35968965,5.0
252,-0.7221991,1.5246773,0.86416024,1.0
253,-0.79563653,1.4124614,0.8042857,1.0
254,-0.7881587,1.7022157,0.8863476,1.0
255,-0.84847784,1.6805925,0.9176403,1.0
256,0.46955192,0.044047862,0.37358445,2.0
257,0.2870291,-0.060100555,0.072115734,2.0
258,-0.5098692,-0.5725386,-0.69926095,0.0
259,-0.50773275,-0.54275846,-0.7020393,0.0
260,-0.55528086,-0.7348509,-0.83290094,0.0
261,-0.50087667,-0.51986325,-0.7195877,0.0
262,-0.45248398,-0.45846567,-0.67628765,0.0
263,0.821675,1.3492761,0.4522477,6.0
264,0.9672305,1.4346242,0.5399,6.0
265,0.51491714,-1.37956,0.84448344,3.0
266,0.58019394,-1.454158,0.6447219,3.0
267,-1.1570369,-0.6852809,1.2752802,4.0
268,-0.7555899,-0.77472126,1.2715564,4.0
269,-0.46781948,-0.17802438,-1.018496,0.0
270,-0.8238733,-0.23087347,-0.867035,0.0
271,-1.3140981,0.85871,-0.11003038,1.0
272,-1.3317751,0.93678665,0.06013398,1.0
273,-1.5831033,1.4463749,0.2941691,1.0
274,-1.5136975,1.4062366,0.29595828,1.0
275,0.23566996,-1.3739592,-0.4078572,2.0
276,0.07064247,-1.3627434,-0.27876377,2.0
277,-0.7717901,-1.2488651,-0.694412,0.0
278,-0.8181982,-1.0528363,-0.9883882,0.0
279,-0.75668406,-0.9301189,-1.1176766,0.0
280,-0.8703993,-0.9076195,-1.1087998,0.0
281,-0.82502276,-1.1334233,-1.0321465,0.0
282,1.227739,0.94296795,-0.50281423,6.0
283,1.230728,0.9113407,-0.47776005,6.0
284,1.4467032,-1.3174624,1.6107304,3.0
285,1.3500377,-1.3150264,1.5471412,3.0
286,-0.6940384,-1.0864874,1.8057083,4.0
287,-0.71412396,-1.1399022,1.6612365,4.0
288,0.20834212,0.7613297,-1.1185237,5.0
289,0.07215152,0.7996215,-1.1210767,5.0
290,-1.1099887,0.9205263,0.20180961,1.0
291,-0.8888417,0.93340605,0.13903506,1.0
292,-1.0700791,1.080117,0.62120247,1.0
293,-1.2328529,1.2655871,0.75440764,1.0
294,0.29897916,-1.1686022,-0.33756763,2.0
295,0.08282095,-1.4403164,-0.2235723,2.0
296,-0.7195963,-0.8326673,-0.55024964,0.0
297,-0.6722691,-0.8903696,-0.5469434,0.0
298,-0.7715496,-0.8768307,-0.6303782,0.0
299,-0.6211368,-0.8820613,-0.44723687,0.0
300,-0.65477854,-0.8305617,-0.45976013,0.0
301,1.0571598,1.0805106,-0.6892597,6.0
302,1.1370169,1.2070024,-0.6991248,6.0
303,0.6830838,-0.59832543,1.2352511,3.0
304,0.5893928,-0.8708199,1.1047924,3.0
305,-0.48260024,-0.5163524,1.3210572,4.0
306,-0.39027438,-0.35143217,1.478484,4.0
307,-0.23778214,0.94382125,-1.0362197,5.0
308,-0.5358619,1.275675,-1.3658834,5.0
309,-0.7079698,1.2216747,0.7719737,1.0
310,-0.6817871,1.2564206,0.6533444,1.0
311,-1.1800672,1.7699474,0.775247,1.0
312,-1.1693273,2.0133846,0.7766765,1.0
313,0.36016652,-0.09382553,-0.13511641,2.0
314,0.26991898,-0.9164585,0.017192619,2.0
315,-0.7042086,-0.9028093,-0.7240312,0.0
316,-0.7120451,-0.824266,-0.6498741,0.0
317,-0.356722,-0.2897125,-0.46688032,0.0
318,-0.5775839,-0.6937017,-0.50281656,0.0
319,-0.6991506,-0.7873712,-0.68058777,0.0
320,0.547165,1.4955682,0.31457523,6.0
321,0.6296621,1.6919497,0.23548223,6.0
322,0.7476229,-0.84093875,1.6596346,3.0
323,0.6750007,-0.63196933,1.5008243,3.0
324,-0.52344596,0.21414538,1.455859,4.0
325,-0.63083553,-0.15584394,1.5480645,4.0
326,-0.1358803,1.0503398,-0.8823633,5.0
327,-0.2527357,1.1858195,-0.7583706,5.0
328,-0.6420981,1.5441909,0.9696377,1.0
329,-0.95339096,1.1927269,0.34969094,1.0
330,-1.1750298,1.9415535,0.07792295,1.0
331,-1.1249659,1.9507208,0.12689556,1.0
332,0.2010771,-0.9814046,0.15242043,2.0
333,0.12802546,-0.7056252,0.09185559,2.0
334,-0.64517605,-0.2788959,-0.91561717,0.0
335,-0.67577744,-0.8463247,-0.7271454,0.0
336,-0.5924739,-0.27594888,-0.8887376,0.0
337,-0.69033283,-0.9413013,-0.70813286,0.0
338,-0.5205524,-0.21018521,0.03549271,0.0
339,0.6452447,1.7690428,-0.08127072,6.0
340,0.49757203,1.6204908,-0.18818636,6.0
341,0.7431132,0.14177163,1.4797338,3.0
342,0.90081716,0.19901176,1.7923117,3.0
343,-0.18984354,0.41831258,1.8268243,4.0
344,-0.49752668,0.42297295,1.5832169,4.0
345,-0.059518192,0.666583,-0.8272907,5.0
346,-0.112745725,0.66543996,-0.46704006,5.0
347,-0.36211583,0.705483,0.43808028,1.0
348,-0.3426443,0.94792044,0.75212544,1.0
349,-0.55267644,1.3262478,1.2186581,1.0
350,-0.5201696,1.2727507,1.0216954,1.0
351,0.33310273,0.0031218398,0.17376235,2.0
352,0.32656696,0.10485132,0.4150186,2.0
353,-0.29988918,-0.15134709,-0.26943976,0.0
354,-0.3190608,-0.16430664,-0.26423755,0.0
355,-0.27035215,-0.1715179,-0.21152571,0.0
356,-0.2979945,-0.16263755,-0.22731802,0.0
357,-0.28567576,-0.21453251,-0.2792702,0.0
358,0.57884294,1.0941952,0.056903034,6.0
359,0.7489102,1.1891807,0.4336996,6.0
360,0.47957295,-0.7992921,0.6862202,3.0
361,0.6325075,-0.7055145,0.7153518,3.0
362,-0.89765656,-1.2152983,0.65264505,4.0
363,-0.9847557,-1.4187142,0.72042507,4.0
364,0.12809373,1.7263967,-1.681221,5.0
365,0.13775365,1.5385909,-1.6174743,5.0
366,-1.3238976,1.2069781,-0.13715951,1.0
367,-1.2762983,1.2096844,0.17943364,1.0
368,-1.0077137,1.663154,0.0154989045,1.0
369,-0.8677243,1.6126573,0.022350864,1.0
370,0.0347794,-1.6931844,-0.39107403,2.0
371,-0.18811844,-1.7710916,-0.04300098,2.0
372,-0.79911894,-1.5688975,-0.64416045,0.0
373,-0.9290638,-1.5795263,-0.6315934,0.0
374,-0.8761516,-1.5825319,-0.58502096,0.0
375,-0.7900505,-1.5984601,-0.8215419,0.0
376,-0.9536114,-1.5652269,-0.6251082,0.0
377,0.7206855,1.6254028,-0.7359359,6.0
378,0.76402855,2.2826586,-1.1667342,6.0
379,0.6742464,-0.16831064,0.9267226,3.0
380,0.6710441,-0.12713973,0.8601352,3.0
381,-0.079797685,0.32384756,1.9512048,4.0
382,-0.010597728,0.18771236,1.8596408,4.0
383,-0.004909009,0.47265667,-0.43455726,5.0
384,0.22846259,0.5773596,-0.07956277,5.0
385,-0.6278971,1.5882981,1.1341295,1.0
386,-0.8484619,1.7084882,1.0664042,1.0
387,-1.0402243,1.561609,1.0675036,1.0
388,-0.98809826,1.5515518,0.8512657,1.0
389,0.3535217,-0.15424907,0.6378643,2.0
390,0.30790386,-0.1073913,0.46853864,2.0
391,-0.38627943,-0.64287275,-0.5092805,0.0
392,-0.53094655,-0.75599796,-0.60652244,0.0
393,-0.5837806,-0.9111258,-0.59870875,0.0
394,-0.562427,-0.89094543,-0.5965741,0.0
395,-0.61982274,-0.99075466,-0.6432666,0.0
396,1.1737893,1.8335935,0.28629872,6.0
397,0.8677977,1.5184726,-0.061131522,6.0
398,0.79555964,-0.28310984,0.8428546,3.0
399,0.7139577,-0.24682376,0.6894426,3.0
400,-0.4926143,-0.19456375,1.1479744,4.0
401,-0.3190255,-0.1209654,1.0946305,4.0
402,0.24908471,0.75381947,-0.72472423,5.0
403,0.2131151,0.3929618,-0.66864663,5.0
404,-0.37248293,0.9925807,1.339378,1.0
405,-0.41232014,0.84727746,1.4102478,1.0
406,-0.88970345,1.053756,0.9483113,1.0
407,-0.9950141,1.0886219,0.6153251,1.0
408,0.18638836,-0.4109673,-0.13503875,2.0
409,0.38502306,-0.411944,-0.076347955,2.0
410,-0.5319079,-0.43001285,-0.66712326,0.0
411,-0.34893498,-0.39100176,-0.62412584,0.0
412,-0.46039242,-0.35471144,-0.7118674,0.0
413,-0.56334436,-0.51399773,-0.6712584,0.0
414,-0.4065001,-0.5985611,-0.73233086,0.0
415,0.98009884,1.1037977,0.44764298,6.0
416,1.0174725,1.1643659,0.43103334,6.0
417,0.6696447,-1.5400648,0.945221,3.0
418,0.48189855,-1.6466016,0.69581467,3.0
419,-0.7324644,-0.5715637,1.2521318,4.0
420,-0.5746383,-0.59173423,0.71003413,4.0
421,0.14167637,1.3077624,-1.2237724,5.0
422,0.08873918,1.2460558,-1.1092145,5.0
423,-0.967292,1.0194693,0.5759551,1.0
424,-1.0807338,1.1160903,0.562026,1.0
425,-1.3715268,1.4156629,0.6673991,1.0
426,-1.207284,1.2147998,0.51413757,1.0
427,0.35903376,-0.98392093,-0.118776664,2.0
428,0.24641314,-0.96901,0.0032188315,2.0
429,-1.0322206,-1.2956372,-0.7900643,0.0
430,-0.4923901,-1.065397,-0.25280857,0.0
431,-0.7685546,-1.1932342,-0.594002,0.0
432,-0.66235566,-1.1728879,-0.71366227,0.0
433,-0.6855788,-1.1315763,-0.67615175,0.0
434,1.0799159,1.8327684,-0.31240362,6.0
435,1.1827407,1.7248179,-0.22506687,6.0
436,1.2545834,-1.4378284,1.5114993,3.0
437,1.59716,-1.798629,0.7876994,3.0
438,0.11769258,-0.14012651,1.6394123,4.0
439,-0.21951774,-0.2755698,1.6989487,4.0
440,0.046120502,-0.22906142,1.3939766,4.0
441,0.14636086,0.7725822,-1.0998764,5.0
442,0.07743802,0.6310945,-0.9502883,5.0
443,-1.228082,1.2186427,0.23039083,1.0
444,-1.271007,1.2820295,0.4909974,1.0
445,-1.9122431,1.247495,0.5547199,1.0
446,-2.1085794,1.040996,0.98778117,1.0
447,0.26988366,-0.7128486,0.02240361,2.0
448,0.077752635,-0.99479973,0.124366164,2.0
449,-0.4919767,-0.71497387,-0.671418,0.0
450,-0.7110027,-0.9934471,-0.71332896,0.0
451,-0.8886798,-1.2251725,-1.0136584,0.0
452,-0.53587097,-1.2331614,-0.63235396,0.0
453,-0.76841235,-0.98477495,-0.7582904,0.0
454,1.3449258,1.3817453,-0.14208288,6.0
455,1.1176708,1.1758555,-0.047038965,6.0
456,1.3165915,-2.115881,0.33757722,3.0
457,1.7405665,-2.043352,0.5084722,3.0
458,-0.822664,-1.2725283,0.7135419,4.0
459,-0.46660134,-1.0686111,0.84957075,4.0
460,0.49617186,0.48065808,-1.8027229,5.0
461,0.39671746,0.49295387,-1.9781035,5.0
462,-2.134718,0.45562032,-0.32858482,1.0
463,-2.0614653,0.26444992,0.16673255,1.0
464,-2.5462587,1.0181748,-0.3251298,1.0
465,-2.6321952,1.0175279,-0.2251964,1.0
466,1.231329,-1.861294,-0.32757515,2.0
467,1.1678908,-1.8935646,-0.4564951,2.0
468,-0.2515799,-1.7219676,-1.3333652,0.0
469,-0.6042144,-1.5711597,-1.723047,0.0
470,-0.3911522,-2.0422866,-0.885892,0.0
471,-0.23840469,-1.7675066,-1.3957967,0.0
472,-0.37189955,-1.5636874,-1.6488383,0.0
473,1.520049,1.2292341,-1.3576199,6.0
474,1.4336443,1.2497385,-1.4787817,6.0
475,0.93271875,-0.94975203,1.2412986,3.0
476,1.3499835,-0.923819,1.5469083,3.0
477,-0.59848166,-0.57600564,0.90053666,4.0
478,0.105813175,-0.07170731,1.4876049,4.0
479,0.15145348,0.48995736,-1.0252959,5.0
480,0.11049395,0.5072953,-1.1864343,5.0
481,-1.2134473,1.2822704,0.1782445,1.0
482,-1.1294358,1.2595738,0.31510562,1.0
483,-0.6682122,1.2099357,0.3407884,1.0
484,-0.8205827,0.9385444,0.16545852,1.0
485,0.3512947,-0.9849374,0.23897691,2.0
486,0.30569908,-1.1421974,0.08235355,2.0
487,-0.85546106,-1.0400856,-0.5020587,0.0
488,-0.7847819,-1.5270256,-0.62130404,0.0
489,-0.63083243,-1.0023563,-0.5957826,0.0
490,-0.8551256,-1.1298834,-0.6165721,0.0
491,-1.185306,-1.190603,-0.46032393,0.0
492,1.1617239,0.888546,-0.30782247,6.0
493,1.1729015,0.8101863,-0.24565473,6.0
494,0.7382519,-0.86870027,0.59909165,3.0
495,0.62687457,-1.0319307,0.7891207,3.0
496,-1.0601695,-1.4028037,1.1802512,4.0
497,-0.7065841,-0.9162842,0.92580074,4.0
498,-0.19850157,1.168348,-1.1777921,5.0
499,-0.19940703,1.0325438,-1.5281575,5.0
500,-1.0271575,1.004713,-0.22220188,1.0
501,-0.8503138,0.43639365,-0.23620339,1.0
502,-1.4739572,1.4959246,0.47729838,1.0
503,-1.3032264,1.2615963,0.5241758,1.0
504,0.44034922,-1.7612635,-0.54175705,2.0
505,0.34627685,-1.6647128,-0.6256161,2.0
506,-0.5589887,-0.9695986,-0.82589215,0.0
507,-0.7554243,-1.124943,-0.9660795,0.0
508,-0.66636616,-1.1811969,-0.86428255,0.0
509,-0.91094327,-1.1536775,-0.99059325,0.0
510,-0.74127,-0.9980538,-0.95071286,0.0
511,1.2113479,1.6273493,-0.88262975,6.0
512,0.9985222,1.2953789,-0.9388401,6.0
513,1.3847998,-1.2874124,0.6859135,3.0
514,1.3794395,-1.1627706,0.32656366,3.0
515,-1.2084894,-1.0169442,0.63637483,4.0
516,-1.3110449,-1.1669792,0.55326223,4.0
517,0.6672445,0.3608429,-1.7859257,5.0
518,0.8176736,0.25747368,-1.788946,5.0
519,-1.7377005,-1.0834221,-1.1216359,1.0
520,-1.6761403,0.7908639,-0.9165116,1.0
521,-2.1624587,0.97688967,-0.84872556,1.0
522,-2.1592126,0.50380653,-0.6628297,1.0
523,0.87534314,-2.2613957,-1.1066422,2.0
524,0.867196,-2.178465,-1.214293,2.0
525,-0.3953964,-2.013514,-1.6914595,0.0
526,-0.54374266,-1.6750119,-1.6042811,0.0
527,-0.63635606,-1.9017031,-1.851153,0.0
528,-0.47047612,-1.8245188,-1.7931162,0.0
529,-0.50856507,-1.9778477,-1.8528175,0.0
530,1.8399183,1.1770865,-1.4117641,6.0
531,1.9654571,1.0892712,-1.477637,6.0
532,1.0868604,-1.8628877,1.3335712,3.0
533,1.3195691,-1.5825104,1.5421157,3.0
534,-0.32683158,-1.0299112,1.6690574,4.0
535,-0.30199865,-0.94350255,1.4090941,4.0
536,0.21256647,0.77550673,-1.2257025,5.0
537,0.04586432,1.1416357,-1.6645389,5.0
538,-1.1362066,0.9218406,0.021688549,1.0
539,-0.7300498,0.89213586,-0.10470615,1.0
540,-1.1948712,1.1382533,0.19215627,1.0
541,-0.85506433,0.9814392,0.014272558,1.0
542,0.8722477,-1.4145273,0.56921804,2.0
543,0.651751,-1.0922517,0.41892037,2.0
544,-0.54785895,-0.95106703,-0.49739605,0.0
545,-0.51356137,-0.9555279,-0.5091186,0.0
546,-1.106156,-1.0827821,-0.9487305,0.0
